NB,Change, Marker, Request, Result 
18,Delete Class ,Error : createMultiProjectBenchmark CU : Report.java Line : 109,The metaclass MultiProjectBenchmark is removed   the method createMultiProjectBenchmark is generated and its usage must be removed  Coevolve this java code snippet according to the described change  :  : MultiProjectBenchmark benchmark=BenchmarkFactory.eINSTANCE.createMultiProjectBenchmark() ,MultiProjectBenchmark benchmark = new MultiProjectBenchmark() 
19,Delete Class ,Error : DiscoveredProject CU : Report.java Line : 143,Considering a metaclass called DiscoveredProject The class DiscoveredProject is generated from this metaclass. Here is a change: the metaclass DiscoveredProject is removed with all the generated classes and properties are removed.  Coevolve this java code snippet according to the described change  :  : DiscoveredProject benchmarkedProject ,DiscoveredProject benchmarkedProject 
20,Delete Class ,Error : createDiscoveredProject CU : Report.java Line : 176,The metaclass DiscoveredProject is removed   the method createDiscoveredProject is generated and its usage must be removed  Coevolve this java code snippet according to the described change  :  : benchmarkedProject=BenchmarkFactory.eINSTANCE.createDiscoveredProject() ,// Remove the metaclass DiscoveredProject  // Remove the method createDiscoveredProject    // Coevolved Java code snippet  BenchmarkedProject benchmarkedProject = BenchmarkFactory.eINSTANCE.createBenchmarkedProject() 
21,Extract property,Error : setMaxUsedMemoryInBytes CU : Report.java Line : 187,The method setIterations is generated from the reference iterations Considering that calling  setIterations from the class  Discovery returns a list of DiscoveryIteration objects   The attribute maxUsedMemoryInBytes is moved from the class Discovery to the class DiscoveryIteration through the reference iterations Coevolve this java code snippet according to the described change  :  : discovery.setMaxUsedMemoryInBytes(maxUsedMemory) ,public class Discovery {      private List<DiscoveryIteration> iterations             // Other existing methods            public void setIterations(List<DiscoveryIteration> iterations) {          this.iterations = iterations       }  }    public class DiscoveryIteration {      private int maxUsedMemoryInBytes             // Other existing methods            public void setMaxUsedMemoryInBytes(int maxUsedMemoryInBytes) {          this.maxUsedMemoryInBytes = maxUsedMemoryInBytes       }  }    // Usage  Discovery discovery = new Discovery()   List<DiscoveryIteration> iterations = new ArrayList<>()   DiscoveryIteration discoveryIteration = new DiscoveryIteration()   discoveryIteration.setMaxUsedMemoryInBytes(maxUsedMemory)   iterations.add(discoveryIteration)   discovery.setIterations(iterations) 
22,Delete property,Error : setMetaModelVariant CU : Report.java Line : 188,The method setMetaModelVariant is generated from the attribute metaModelVariant The attribute metaModelVariant is removed from the class Discovery and the usages of this method must be removed   Coevolve this java code snippet according to the described change  :   : discovery.setMaxUsedMemoryInBytes(maxUsedMemory)  discovery.setMetaModelVariant(properties.getProperty(DiscoverJavaModelFromJavaProjectEMFStat.MM_VARIANT))  discovery.setAlgorithmVariant(properties.getProperty(DiscoverJavaModelFromJavaProjectEMFStat.ALGO_VARIANT)) ,discovery.setMaxUsedMemoryInBytes(maxUsedMemory)   discovery.setAlgorithmVariant(properties.getProperty(DiscoverJavaModelFromJavaProjectEMFStat.ALGO_VARIANT)) 
23,Delete property,Error : setAlgorithmVariant CU : Report.java Line : 190,The method setAlgorithmVariant is generated from the attribute algorithmVariant The attribute algorithmVariant is removed from the class Discovery and the usages of this method must be removed   Coevolve this java code snippet according to the described change  :   : discovery.setMetaModelVariant(properties.getProperty(DiscoverJavaModelFromJavaProjectEMFStat.MM_VARIANT))  discovery.setAlgorithmVariant(properties.getProperty(DiscoverJavaModelFromJavaProjectEMFStat.ALGO_VARIANT))  discovery.setSaveTimeInSeconds(new Double(getValue(lastLine2 Statistics.SAVE)) / Report.MINUTE_MS_RANGE) ,: discovery.setMetaModelVariant(properties.getProperty(DiscoverJavaModelFromJavaProjectEMFStat.MM_VARIANT))   discovery.setAlgorithmVariant(properties.getProperty(DiscoverJavaModelFromJavaProjectEMFStat.ALGO_VARIANT))   discovery.setSaveTimeInSeconds(new Double(getValue(lastLine2 Statistics.SAVE)) / Report.MINUTE_MS_RANGE)   // discovery.setAlgorithmVariant(properties.getProperty(DiscoverJavaModelFromJavaProjectEMFStat.ALGO_VARIANT))  // Remove this line as the attribute algorithmVariant is removed    After co-evolving the code snippet  the method setAlgorithmVariant should be removed from the class Discovery and its usages should be cleaned up.
24,Extract property,Error : setSaveTimeInSeconds CU : Report.java Line : 192,The method setIterations is generated from the reference iterations Considering that calling  setIterations from the class  Discovery returns a list of DiscoveryIteration objects   The attribute saveTimeInSeconds is moved from the class Discovery to the class DiscoveryIteration through the reference iterations Coevolve this java code snippet according to the described change  :  : discovery.setSaveTimeInSeconds(new Double(getValue(lastLine2 Statistics.SAVE)) / Report.MINUTE_MS_RANGE) ,DiscoveryIteration.java    public class DiscoveryIteration {      private double saveTimeInSeconds         public DiscoveryIteration(double saveTimeInSeconds) {          this.saveTimeInSeconds = saveTimeInSeconds       }        public double getSaveTimeInSeconds() {          return saveTimeInSeconds       }        public void setSaveTimeInSeconds(double saveTimeInSeconds) {          this.saveTimeInSeconds = saveTimeInSeconds       }  }    Discovery.java    public class Discovery {      private List<DiscoveryIteration> iterations         public void setIterations(List<DiscoveryIteration> iterations) {          this.iterations = iterations       }        public List<DiscoveryIteration> getIterations() {          return iterations       }        public void setSaveTimeInSeconds(double saveTimeInSeconds) {          iterations.get(iterations.size() - 1).setSaveTimeInSeconds(saveTimeInSeconds)       }  }
25,Extract property,Error : setTotalExecutionTimeInSeconds CU : Report.java Line : 194,The method setIterations is generated from the reference iterations Considering that calling  setIterations from the class  Discovery returns a list of DiscoveryIteration objects   The attribute totalExecutionTimeInSeconds is moved from the class Discovery to the class DiscoveryIteration through the reference iterations Coevolve this java code snippet according to the described change  :  : discovery.setTotalExecutionTimeInSeconds(new Double(getValue(lastLine2 Statistics.SINCEBEGIN)) / Report.MINUTE_MS_RANGE) ,public class Discovery {      private List<DiscoveryIteration> iterations = new ArrayList<>()             public void setIterations(List<DiscoveryIteration> iterations) {          this.iterations = iterations       }            public void setTotalExecutionTimeInSeconds(double totalExecutionTimeInSeconds) {          // do something with totalExecutionTimeInSeconds      }  }    public class DiscoveryIteration {      private double totalExecutionTimeInSeconds         public double getTotalExecutionTimeInSeconds() {          return totalExecutionTimeInSeconds       }        public void setTotalExecutionTimeInSeconds(double totalExecutionTimeInSeconds) {          this.totalExecutionTimeInSeconds = totalExecutionTimeInSeconds       }  }    // in some other class  Discovery discovery = new Discovery()   DiscoveryIteration discoveryIteration = new DiscoveryIteration()     // assuming getValue and Statistics.SINCEBEGIN are defined somewhere  double value = getValue(lastLine2  Statistics.SINCEBEGIN)   discoveryIteration.setTotalExecutionTimeInSeconds(new Double(value) / Report.MINUTE_MS_RANGE)   List<DiscoveryIteration> iterations = new ArrayList<>()   iterations.add(discoveryIteration)   discovery.setIterations(iterations) 
26,Delete property,Error : getAlgorithmVariant CU : Report.java Line : 236,The method getAlgorithmVariant is generated from the attribute algorithmVariant The attribute algorithmVariant is removed from the class Discovery and the usages of this method must be removed   Coevolve this java code snippet according to the described change  :   : if (discovery instanceof CDODiscovery) {   diagramTitle+="CDO "  } if (discovery.getAlgorithmVariant() != null) {   diagramTitle+=discovery.getAlgorithmVariant() + " "  } if (discovery.getMetaModelVariant() != null) {   diagramTitle+=discovery.getMetaModelVariant() + " "  },if (discovery instanceof CDODiscovery) {    diagramTitle+="CDO "   }  if (discovery.getMetaModelVariant() != null) {    diagramTitle+=discovery.getMetaModelVariant() + " "   }
27,Delete property,Error : getAlgorithmVariant CU : Report.java Line : 237,The method getAlgorithmVariant is generated from the attribute algorithmVariant The attribute algorithmVariant is removed from the class Discovery and the usages of this method must be removed   Coevolve this java code snippet according to the described change  :   : diagramTitle+=discovery.getAlgorithmVariant() + " " ,public class Discovery {            // removed attribute algorithmVariant            // getAlgorithmVariant method is removed            public String getDiagramTitle() {          return "Discovery"       }  }    // Update usage to remove getAlgorithmVariant method  public class Main {      public static void main(String[] args) {          Discovery discovery = new Discovery()                     // Update diagramTitle usage          String diagramTitle = discovery.getDiagramTitle() + " "           System.out.println(diagramTitle)       }  }
28,Delete property,Error : getMetaModelVariant CU : Report.java Line : 239,The method getMetaModelVariant is generated from the attribute metaModelVariant The attribute metaModelVariant is removed from the class Discovery and the usages of this method must be removed   Coevolve this java code snippet according to the described change  :   : if (discovery.getAlgorithmVariant() != null) {   diagramTitle+=discovery.getAlgorithmVariant() + " "  } if (discovery.getMetaModelVariant() != null) {   diagramTitle+=discovery.getMetaModelVariant() + " "  } if (discovery instanceof CDODiscovery) {   CDODiscovery cdoConfiguration=(CDODiscovery)discovery    diagramTitle+="(" + cdoConfiguration.getServerDescription() + ")"  },if (discovery.getAlgorithmVariant() != null) {    diagramTitle+=discovery.getAlgorithmVariant() + " "   }  if (discovery instanceof CDODiscovery) {    CDODiscovery cdoConfiguration=(CDODiscovery)discovery     diagramTitle+="(" + cdoConfiguration.getServerDescription() + ")"   }
29,Delete property,Error : getMetaModelVariant CU : Report.java Line : 240,The method getMetaModelVariant is generated from the attribute metaModelVariant The attribute metaModelVariant is removed from the class Discovery and the usages of this method must be removed   Coevolve this java code snippet according to the described change  :   : diagramTitle+=discovery.getMetaModelVariant() + " " ,diagramTitle+=" " 
30,null,Error : generate CU : GenerateReportAction.java Line : 44,,Hello! How can I assist you today?
