NB,Change, Marker, Request, Result 
11,null,Error : PostActionConfigurationImpl CU : ApplyStereotypeActionConfigurationImpl.java Line : 17,,Hello! How can I assist you today?
12,null,Error : PostActionConfigurationImpl CU : ApplyStereotypeActionConfigurationImpl.java Line : 35,,Hello! How may I assist you today?
13,null,,,Hello! How can I assist you today?
14,null,,,Hello! How can I assist you today?
15,null,,,Hello! How can I assist you today?
16,null,,,Hello! How can I assist you today?
17,null,,,Hello! How can I assist you today?
18,null,,,Hello! How can I assist you today?
19,null,,,Hello! How can I assist you today?
20,null,,,Hello! How can I assist you today?
21,Rename class,Error : getPostActionConfiguration CU : ApplyStereotypeActionConfigurationPackageImpl.java Line : 232,the method getPostActionConfiguration is generated and must be updated  The metaclass PostActionConfiguration is renamed to SemanticActionConfiguration  Coevolve this java code snippet according to the described change  :   /**   * Complete the initialization of the package and its meta-model.  This method is guarded to have no affect on any invocation but its first. <!-- begin-user-doc --> <!-- end-user-doc -->  * @generated  */ public void initializePackageContents(){   if (isInitialized)   return    isInitialized=true    setName(eNAME)    setNsPrefix(eNS_PREFIX)    setNsURI(eNS_URI)    ExtendedtypesPackage theExtendedtypesPackage=(ExtendedtypesPackage)EPackage.Registry.INSTANCE.getEPackage(ExtendedtypesPackage.eNS_URI)    TypesPackage theTypesPackage=(TypesPackage)EPackage.Registry.INSTANCE.getEPackage(TypesPackage.eNS_URI)    EcorePackage theEcorePackage=(EcorePackage)EPackage.Registry.INSTANCE.getEPackage(EcorePackage.eNS_URI)    applyStereotypeActionConfigurationEClass.getESuperTypes().add(theExtendedtypesPackage.getPostActionConfiguration())    initEClass(applyStereotypeActionConfigurationEClass ApplyStereotypeActionConfiguration.class "ApplyStereotypeActionConfiguration" !IS_ABSTRACT !IS_INTERFACE IS_GENERATED_INSTANCE_CLASS)    initEReference(getApplyStereotypeActionConfiguration_StereotypesToApply() this.getStereotypeToApply() null "stereotypesToApply" null 0 -1 ApplyStereotypeActionConfiguration.class !IS_TRANSIENT !IS_VOLATILE IS_CHANGEABLE IS_COMPOSITE !IS_RESOLVE_PROXIES !IS_UNSETTABLE IS_UNIQUE !IS_DERIVED IS_ORDERED)    initEClass(stereotypeToApplyEClass StereotypeToApply.class "StereotypeToApply" !IS_ABSTRACT !IS_INTERFACE IS_GENERATED_INSTANCE_CLASS)    initEAttribute(getStereotypeToApply_StereotypeQualifiedName() theTypesPackage.getString() "stereotypeQualifiedName" null 0 1 StereotypeToApply.class !IS_TRANSIENT !IS_VOLATILE IS_CHANGEABLE !IS_UNSETTABLE !IS_ID IS_UNIQUE !IS_DERIVED IS_ORDERED)    initEAttribute(getStereotypeToApply_UpdateName() theTypesPackage.getBoolean() "updateName" null 0 1 StereotypeToApply.class !IS_TRANSIENT !IS_VOLATILE IS_CHANGEABLE !IS_UNSETTABLE !IS_ID IS_UNIQUE !IS_DERIVED IS_ORDERED)    initEAttribute(getStereotypeToApply_RequiredProfiles() theEcorePackage.getEString() "requiredProfiles" null 1 -1 StereotypeToApply.class !IS_TRANSIENT !IS_VOLATILE IS_CHANGEABLE !IS_UNSETTABLE !IS_ID IS_UNIQUE !IS_DERIVED IS_ORDERED)    createResource(eNS_URI)  }   Give the updated java method only,public void initializePackageContents(){    if (isInitialized)   return     isInitialized=true     setName(eNAME)     setNsPrefix(eNS_PREFIX)     setNsURI(eNS_URI)     ExtendedtypesPackage theExtendedtypesPackage=(ExtendedtypesPackage)EPackage.Registry.INSTANCE.getEPackage(ExtendedtypesPackage.eNS_URI)     TypesPackage theTypesPackage=(TypesPackage)EPackage.Registry.INSTANCE.getEPackage(TypesPackage.eNS_URI)     EcorePackage theEcorePackage=(EcorePackage)EPackage.Registry.INSTANCE.getEPackage(EcorePackage.eNS_URI)     applyStereotypeActionConfigurationEClass.getESuperTypes().add(theExtendedtypesPackage.getSemanticActionConfiguration())     initEClass(applyStereotypeActionConfigurationEClass ApplyStereotypeActionConfiguration.class "ApplyStereotypeActionConfiguration" !IS_ABSTRACT !IS_INTERFACE IS_GENERATED_INSTANCE_CLASS)     initEReference(getApplyStereotypeActionConfiguration_StereotypesToApply() this.getStereotypeToApply() null "stereotypesToApply" null 0 -1 ApplyStereotypeActionConfiguration.class !IS_TRANSIENT !IS_VOLATILE IS_CHANGEABLE IS_COMPOSITE !IS_RESOLVE_PROXIES !IS_UNSETTABLE IS_UNIQUE !IS_DERIVED IS_ORDERED)     initEClass(stereotypeToApplyEClass StereotypeToApply.class "StereotypeToApply" !IS_ABSTRACT !IS_INTERFACE IS_GENERATED_INSTANCE_CLASS)     initEAttribute(getStereotypeToApply_StereotypeQualifiedName() theTypesPackage.getString() "stereotypeQualifiedName" null 0 1 StereotypeToApply.class !IS_TRANSIENT !IS_VOLATILE IS_CHANGEABLE !IS_UNSETTABLE !IS_ID IS_UNIQUE !IS_DERIVED IS_ORDERED)     initEAttribute(getStereotypeToApply_UpdateName() theTypesPackage.getBoolean() "updateName" null 0 1 StereotypeToApply.class !IS_TRANSIENT !IS_VOLATILE IS_CHANGEABLE !IS_UNSETTABLE !IS_ID IS_UNIQUE !IS_DERIVED IS_ORDERED)     initEAttribute(getStereotypeToApply_RequiredProfiles() theEcorePackage.getEString() "requiredProfiles" null 1 -1 StereotypeToApply.class !IS_TRANSIENT !IS_VOLATILE IS_CHANGEABLE !IS_UNSETTABLE !IS_ID IS_UNIQUE !IS_DERIVED IS_ORDERED)     createResource(eNS_URI)   }
22,null,,,Hello! How can I assist you today?
23,Rename Class ,Error : PostActionConfiguration CU : ApplyStereotypeActionConfigurationAdapterFactory.java Line : 14,The class PostActionConfiguration is generated from  The metaclass which PostActionConfiguration is renamed to SemanticActionConfiguration Coevolve this java code snippet according to the described change  :   import org.eclipse.papyrus.infra.extendedtypes.ActionConfiguration  import org.eclipse.papyrus.infra.extendedtypes.PostActionConfiguration  import org.eclipse.papyrus.uml.tools.extendedtypes.applystereotypeactionconfiguration.ApplyStereotypeActionConfiguration    Give the updated java method only,import org.eclipse.papyrus.infra.extendedtypes.ActionConfiguration   import org.eclipse.papyrus.infra.extendedtypes.SemanticActionConfiguration   import org.eclipse.papyrus.uml.tools.extendedtypes.applystereotypeactionconfiguration.ApplyStereotypeActionConfiguration 
24,Rename class,Error : PostActionConfiguration CU : ApplyStereotypeActionConfigurationAdapterFactory.java Line : 88,The class PostActionConfiguration is generated from  The metaclass PostActionConfiguration which is renamed to SemanticActionConfiguration Coevolve this java code snippet according to the described change  :   @Override public Adapter casePostActionConfiguration(PostActionConfiguration object){   return createPostActionConfigurationAdapter()  }   Give the updated java method only,@Override  public Adapter caseSemanticActionConfiguration(SemanticActionConfiguration object){    return createPostActionConfigurationAdapter()   }
25,null,Error : casePostActionConfiguration CU : ApplyStereotypeActionConfigurationSwitch.java Line : 78,,Hello! How can I assist you today?
26,null,Error : caseActionConfiguration CU : ApplyStereotypeActionConfigurationSwitch.java Line : 79,,Hi! How can I assist you today?
27,Rename class,Error : PostActionConfiguration CU : ApplyStereotypeActionConfigurationSwitch.java Line : 149,The class PostActionConfiguration is generated from  The metaclass PostActionConfiguration which is renamed to SemanticActionConfiguration Coevolve this java code snippet according to the described change  :   /**   * Returns the result of interpreting the object as an instance of '<em>Post Action Configuration</em>'. <!-- begin-user-doc --> This implementation returns null  returning a non-null result will terminate the switch. <!-- end-user-doc -->  * @param object the target of the switch.  * @return the result of interpreting the object as an instance of '<em>Post Action Configuration</em>'.  * @see #doSwitch(org.eclipse.emf.ecore.EObject) doSwitch(EObject)  * @generated  */ public T casePostActionConfiguration(PostActionConfiguration object){   return null  }   Give the updated java method only,/**    * Returns the result of interpreting the object as an instance of '<em>Semantic Action Configuration</em>'.    * This implementation returns null  returning a non-null result will terminate the switch.    * @param object the target of the switch.   * @return the result of interpreting the object as an instance of '<em>Semantic Action Configuration</em>'.   * @see #doSwitch(org.eclipse.emf.ecore.EObject) doSwitch(EObject)   * @generated   */  public T caseSemanticActionConfiguration(SemanticActionConfiguration object){    return null   }
28,Rename Class ,Error : PostActionConfiguration CU : ApplyStereotypeActionConfigurationSwitch.java Line : 13,The class PostActionConfiguration is generated from  The metaclass which PostActionConfiguration is renamed to SemanticActionConfiguration Coevolve this java code snippet according to the described change  :   import org.eclipse.papyrus.infra.extendedtypes.ActionConfiguration  import org.eclipse.papyrus.infra.extendedtypes.PostActionConfiguration  import org.eclipse.papyrus.uml.tools.extendedtypes.applystereotypeactionconfiguration.ApplyStereotypeActionConfiguration    Give the updated java method only,import org.eclipse.papyrus.infra.extendedtypes.ActionConfiguration   import org.eclipse.papyrus.infra.extendedtypes.SemanticActionConfiguration   import org.eclipse.papyrus.uml.tools.extendedtypes.applystereotypeactionconfiguration.ApplyStereotypeActionConfiguration 
